OBJECTID,NAME,PYNAME,MAPID,ID,KIND,SNODE_ID,ENODE_ID,Shape_Leng
1270,,,595577,10000014487,0242,10000018594,10000017369,0.00661716846
1271,京沪线,jhx,595662,10000023573,0242,210000017221,10000028133,0.09496027419
1272,京通线,jtx,605655,10000023574,0242,10000009538,10000028134,0.03367957796
1273,京包线,jbx,605602,10000026291,0242,10000028655,210000008972,0.05203094475
1274,京承线,jcx,605647,10000011284,0242,110000007784,10000013471,0.06798797548
1275,,,595662,10000025891,0242,10000000818,110000006860,0.02307542956
1276,,,595661,10000029620,0242,10000001416,210000026763,0.00148134140
1277,,,595640,10046245245,0242,10046243353,10046243354,0.00013456563
1278,,,595640,10046245246,0242,10046243354,10046243352,0.00410681037
1279,,,595640,10046245247,0242,10046243352,10046243355,0.00527096548
1280,,,595640,10046245249,0242,10046243355,10046243356,0.00014994001
1281,京包线,jbx,605603,10000014011,0242,210000025078,10000016785,0.09072340355
1282,丰沙线,fsx,595662,10000004249,0242,210000011382,10000005122,0.02046640832
1283,,,595662,10000004250,0242,10000009395,10000005122,0.00925506169
1284,丰沙线,fsx,595662,10000004251,0242,10000007589,10000005122,0.01518623072
1285,,,595671,10000002518,0242,10000014093,10000003032,0.00019735759
1286,,,595664,10000002291,0242,10000015853,10000002762,0.00536973019
1287,,,595664,10000002292,0242,10000015684,10000002762,0.00534009261
1288,西北环线,xbhx,605612,10000013052,0242,210000022397,10000015606,0.00185709116
1289,,,605612,10000013053,0242,10000004459,10000015606,0.00721673864
1290,,,595665,10000011357,0242,10000021079,10000013559,0.00959019724
1291,京包线,jbx,595672,10000011404,0242,10000017650,10000013612,0.00010047890
1292,京包线,jbx,605621,10000014644,0242,10000000660,210000017558,0.03269849222
1293,,,605605,10000008326,0242,10000017412,10000009978,0.00546026001
1294,京通线,jtx,615701,10000011223,0242,210000013603,10000013390,0.00837492256
1295,京沪线,jhx,595651,10000005592,0242,10000009905,110000006745,0.03898766022
1296,京原线,jyx,595650,10000004781,0242,10000013246,210000005754,0.02994564997
1298,京原线,jyx,595661,10030090439,0242,10000028143,10030088838,0.00081643282
1299,京原线,jyx,595661,10030090440,0242,10030088838,10000002450,0.00324449249
1301,京广线,jgx,595661,10000011946,0242,210000022198,10000014273,0.00125051811
1302,西北环线,xbhx,605611,10000004191,0242,210000023590,10000005052,0.05295803655
1303,京津高速铁路,jjgstl,595655,10000004682,0242,10000008638,10000005632,0.00061530426
1304,丰沙线,fsx,605506,10000022589,0242,110000013220,10000026965,0.00159234917
1305,,,605506,10000022590,0242,10000013185,10000026965,0.05695460128
1306,,,605622,10000024334,0242,210000002887,10000029054,0.03416495194
1307,京广线,jgx,595641,10000022055,0242,10000016455,10000026337,0.03758342717
1308,京承线,jcx,595675,10000029593,0242,210000012441,110000026612,0.09986145276
1309,,,595652,10000002341,0242,10000016869,10000002821,0.00013339117
1310,,,595652,10000002342,0242,10000010740,10000002821,0.01057291002
1311,,,595664,10000003970,0242,10000008150,10000004796,0.00247230792
1312,,,595664,10000003971,0242,10000006108,10000004796,0.00161988016
1313,大秦线,dqx,605640,10000006300,0242,110000028694,110000007598,0.03357512050
1314,大秦线,dqx,605557,10000007596,0242,110000000178,10000009132,0.03477193483
1315,,,595662,10000010279,0242,10000029249,10000012293,0.03286449312
1316,京沪线,jhx,595662,10000010280,0242,10000004628,10000012293,0.01364744747
1317,大秦线,dqx,605617,10000010751,0242,110000006890,10000012828,0.01857950945
1318,,,595664,10000007472,0242,10000016143,10000008976,0.00627706931
1319,,,595640,10000007476,0242,210000002868,10000008982,0.00898870793
1320,京石客运专线,jskyzx,595661,10046245233,0242,110046243345,210046243340,0.10755566800
1321,京沪线,jhx,595662,10000005821,0242,10000016007,10000007011,0.00899251041
1322,丰沙线,fsx,595577,10000014130,0242,110000020940,10000016925,0.02927485258
1323,,,595577,10000014131,0242,10000017369,10000016925,0.00922142927
1324,京广线,jgx,595641,10000013741,0242,210000024963,10000016455,0.02795898616
1325,,,595641,10000013742,0242,10000010331,10000016455,0.00741848137
1326,京承线,jcx,605605,10000006482,0242,10000021608,10000007805,0.01140737742
1327,双丰线,sfx,595652,10000004029,0242,10000014053,10000004865,0.00752692655
1328,,,595641,10000012714,0242,10000026508,10000015207,0.02420947395
1329,,,605644,10000029975,0242,10000019864,110000028596,0.06336459163
1330,,,605547,10000002883,0242,10000014781,10000003465,0.00646267988
1331,,,595547,10000002379,0242,10000025417,110000002868,0.01909415313
1332,,,595567,10000014410,0242,10000025574,210000017255,0.03677059204
1333,,,595651,10000030016,0242,110000026763,110000028841,0.00375891759
1334,京石客运专线,jskyzx,595631,10046353215,0242,210046351328,10046243339,0.04490678180
1335,,,595664,10000019104,0242,10000027991,10000022811,0.00239413235
1336,,,595664,10000019105,0242,10046243334,10000022811,0.00204038183
1337,,,595664,10000019106,0242,10000002762,10000022811,0.00544025793
